Wnd,H2O,Hs,LE,Ustar,L
2.17227,-0.34816,-4.80711,-0.97888,0.1571,67.96556411418214
1.92123,-0.35989,-24.4043,2.70453,0.04506,0.3218630865954753
1.40492,-0.38266,-8.9529,1.0101,0.10588,11.41726290150708
0.56971,-0.20502,7.6867,-0.58907,0.06055,-2.4972668801367393
0.91036,-0.26306,10.9658,0.81349,0.08516,-4.833771953380954
0.29284,-0.24907,54.0458,0.98179,0.05887,-0.3275824415811312
0.68518,-0.06658,75.8949,-5.83351,0.17845,-6.590413145677421
0.87786,0.1543,89.9639,4.83393,0.12605,-1.6924737572541306
1.8311,0.57599,99.3487,9.21121,0.12443,-1.4710834038908522
2.61373,0.50137,107.656,8.17574,0.20425,-6.009053640818833
0.66457,0.35185,147.276,7.7707,0.19108,-3.5997984112889676
0.9104,0.32963,177.7,9.11137,0.20008,-3.424266636228741
2.12061,0.25668,194.805,-1.84151,0.34499,-16.0639702995038
2.28566,0.29947,184.919,-0.08618,0.4093,-28.239723878255415
2.56544,0.2725,178.381,3.593,0.37429,-22.353584024638614
2.1827,0.13385,151.974,4.71417,0.36752,-24.819370139540016
1.96541,0.08736,119.866,1.60838,0.22956,-7.675513406563416
1.30441,0.02269,93.8703,1.95826,0.24064,-11.284417473293544
1.17849,0.02192,90.372,3.48071,0.27342,-17.172295363480252
1.77826,0.05066,72.9739,1.85464,0.29153,-25.79979360165119
1.58683,0.0848,33.7223,1.3514,0.22287,-24.922463447053612
2.16394,0.16174,9.62197,-1.70211,0.13167,-18.250395425234213
1.19237,0.29845,0.18962,-2.07847,0.12041,-2045.4545454545453
0.54991,0.39783,12.963,-2.12299,0.12251,-10.907768755302389
0.69662,0.40993,-36.5059,-4.69117,0.14424,6.214611241541224
2.47039,0.29322,53.168,15.6716,0.30353,-39.38041480703597
3.85734,0.16552,-10.3879,-0.35376,0.14588,22.721534965917694
4.21109,0.60903,-10.0298,-3.62058,0.18248,45.21704180064309
4.10072,0.78753,-9.05577,-1.72164,0.19215,59.06286914293215
4.10539,0.64072,-13.0535,-3.10074,0.18327,35.46099290780141
1.70795,0.38859,20.7482,0.15259,0.22219,-40.28648164726947
1.32965,0.32092,-36.4842,-1.22245,0.19857,16.3286040857796
1.18022,0.28742,-58.1449,-2.9679,0.19308,9.40851784482218
2.13441,0.25858,-6.93843,0.2355,0.16895,53.072296261351575
2.79743,0.07475,-16.2806,14.8387,0.10825,6.263396709628928
1.72601,-0.04604,-8.89414,0.34519,0.15527,36.85805553280367
0.87954,0.02003,5.29725,4.43596,0.10406,-15.46604344239758
0.66263,0.14941,-59.7609,11.7537,0.1919,9.112078566366304
0.77461,0.54128,-1.91552,-3.33453,0.12633,73.08754263439987
1.02601,0.34601,5.48213,-0.90144,0.11647,-22.171856523452895
0.63586,0.23047,1.19605,-7.11024,0.2845,-2205.882352941176
1.57972,0.07509,-28.0327,0.33019,0.14536,8.351583088972198
1.13138,-0.0688,-44.0541,-4.77362,0.31749,62.57822277847309
1.2649,-0.04513,-45.2387,1.78542,0.16569,8.695988250753652
1.55724,-0.06142,-31.076543333333333,,0.08044,2.749115701116141
1.72753,-0.04809,-16.914386666666665,,0.07303,5.001722815636497
3.24187,-0.04522,-2.75223,0.03626,0.12075,55.214723926380366
3.13211,0.00674,-10.2202,1.25036,0.172,38.17441465897523
2.00862,0.00792,1.30397,-2.04733,0.17051,-317.7966101694915
1.54343,0.00997,-1.90514,-2.47035,0.13787,97.63506183553916
0.81884,-0.02458,4.05565,-0.15911,0.11411,-31.519226728304265
0.6748,-0.02522,-23.1921,-0.88973,0.12494,7.2575962841107025
0.87947,0.17474,9.91626,1.6534,0.12455,-14.713094654242274
1.01125,0.19265,3.89948,7.97287,0.07978,-8.87538953098497
0.84257,0.16142,50.0481,8.3578,0.12398,-2.8734164282795263
0.85158,0.02479,92.0517,5.84357,0.07179,-0.3051095682360599
0.84129,0.00149,91.4504,7.36776,0.13704,-2.133621609319659
1.24858,0.02323,119.93,7.70003,0.21082,-5.928072717692004
1.31759,0.08415,142.368,6.13923,0.18572,-3.417271650314389
1.42592,0.1792,158.358,4.84919,0.16052,-1.9841094875706564
0.71949,0.09972,140.693,0.28057,0.14547,-1.6642196474073307
0.5206,0.09341,153.505,3.78432,0.21979,-5.251426637569874
1.45476,0.03846,162.613,-1.02642,0.27902,-10.157784248662558
1.94578,0.01439,143.327,2.63718,0.31204,-16.092118437991704
1.37942,-0.07907,174.071,8.44899,0.22239,-5.7639102367045805
1.62819,-0.07044,138.542,9.85429,0.29817,-17.437805161590326
1.73787,-0.2272,90.2693,2.69821,0.19516,-7.527349369375397
1.98833,-0.26189,70.2642,6.00959,0.20938,-11.897208121827411
1.98338,-0.2143,29.3728,2.96905,0.20302,-25.906735751295336
2.07061,-0.19866,-1.57201,2.22446,0.18066,383.30494037478707
1.04714,-0.0369,-2.00257,-0.23934,0.05651,8.143175114456849
0.74258,0.07565,-0.05913,0.10002,0.04714,149.95001666111298
0.58758,0.16519,2.003675,,0.04394,-3.880615034365002
2.76265,-0.07851,4.06648,2.28813,0.1217,-38.13882532418002
3.22456,-0.14975,-14.4541,-2.09349,0.14993,20.504875603754673
3.11777,-0.08143,-11.794195,,0.09533,46.22496147919876
3.46072,-0.07709,-9.13429,0.02807,0.14777,31.23264852859522
3.32591,-0.03075,15.4073,0.55475,0.14632,-17.862813591616387
3.05457,0.00213,-14.152,1.38815,0.16134,22.703193582563948
3.24301,0.00731,-7.76897,0.11669,0.1413,27.644673792849243
2.88369,-0.07119,-20.8203,-2.30067,0.15844,16.63524453809471
