rho
1.0342
1.0361
1.0382
1.0371
1.0406
1.0404
1.0396
1.0404
1.0424
1.0431
1.0479
1.0531
1.0561
1.0561
1.0604
1.063
1.0641
1.0567
1.0555
1.0539
1.0516
1.0509
1.0504
1.0476
1.0438
1.0402
1.0373
1.0358
1.0334
1.0311
1.0286
1.0272
1.0251
1.0242
1.0235
1.0228
1.0228
1.0235
1.0241
1.0267
1.0314
1.0375
1.0438
1.0464
1.0482
1.0494
1.0511
1.0547
1.055
1.0546
1.0502
1.057
1.0567
1.0573
1.0505
1.0453
1.0452
1.0474
1.0471
1.0468
1.0456
1.0458
1.0461
1.049
1.0488
1.0421
1.0436
1.0381
1.0356
1.0325
1.0302
1.0285
1.0286
1.027
1.0253
1.0233
1.0222
1.0215
1.0186
1.016
1.0139
1.0132
1.0133
1.0133
1.0131
1.0142
1.0145
1.0169
1.0206
1.0244
1.0285
1.0308
1.036
1.0364
1.0364
1.0381
1.0413
1.0448
1.0453
1.0465
1.0434
1.0456
1.036
1.037
1.0384
1.0418
1.0431
1.0426
1.042
1.0404
1.0409
1.042
1.039
1.0342
1.0302
1.0282
1.0269
1.0246
1.0219
1.0195
1.0154
1.0118
1.0077
1.0028
0.9991
0.9971
0.9933
0.9927
0.9906
0.9891
0.9882
0.9874
0.9865
0.9867
0.9879
0.9922
0.9991
1.0065
1.0061
1.0065
1.0099
1.0139
1.0222
1.0196
1.0206
1.0223
1.0128
1.0149
1.0204
1.0239
1.0261
1.0255
1.025
1.029
1.0321
1.0333
1.0322
1.0319
1.0312
1.0362
1.0387
1.0393
1.0338
1.0311
1.0299
1.0295
1.0269
1.025
1.023
1.0207
1.0163
1.0131
1.0126
1.0097
1.0082
1.0085
1.0083
1.0086
1.0084
1.0091
1.0107
1.0122
1.0129
1.0141
1.0173
1.0208
1.0221
1.027
1.0306
1.0325
1.0347
1.0349
1.0352
1.0332
1.025
1.0217
1.0229
1.0233
1.0236
1.0255
1.0254
1.0275
1.0268
1.0311
1.0329
1.0356
1.0331
1.0329
1.0302
1.0274
1.0221
1.0218
1.0212
1.0193
1.016
1.0141
1.0116
1.0087
1.0062
1.003
1.0025
1.001
0.999
0.9983
0.9971
0.9957
0.9952
0.9951
0.9955
0.9965
0.998
1.0014
1.0068
1.0098
1.0139
1.0111
1.0088
1.0112
1.0132
1.0135
1.0135
1.0145
1.0147
1.0172
1.0189
1.0195
1.0204
1.0208
1.021
1.0234
1.0225
1.0205
1.0213
1.0245
1.0252
1.0226
1.0216
1.0248
1.0226
1.0198
1.0168
1.0184
1.0169
1.0138
1.0108
1.0085
1.0056
1.0041
1.0016
1.0004
1.0
0.9999
0.9978
0.9975
0.9965
0.9972
0.9973
0.9982
0.9994
1.0023
1.0074
1.0129
1.0172
1.0199
1.0202
1.0174
1.0241
1.0231
1.0223
1.0253
1.0273
1.0285
1.029
1.0271
1.0275
1.03
1.0288
1.0281
1.0307
1.0316
1.0318
1.0335
1.0331
1.0298
1.0318
1.0244
1.0217
1.0196
1.0176
1.0154
1.0149
1.0128
1.0106
1.0078
1.0045
1.0032
1.0023
0.9997
0.9989
0.9983
0.9966
0.9957
0.995
0.9952
0.9955
0.9961
0.9971
0.9995
1.0025
1.0098
1.0199
1.0218
1.0222
1.0227
1.0199
1.0237
1.0215
1.0206
1.0197
1.0192
1.0198
1.0261
1.0226
1.0223
1.0205
1.021
1.0196
1.0217
1.0227
1.0213
1.0219
1.019
1.0123
1.0053
1.0103
1.0113
1.0091
1.0079
1.0048
0.9994
0.9963
0.9932
0.9904
0.989
0.9864
0.9858
0.9849
0.9841
0.9833
0.9817
0.9823
0.9819
0.9822
0.9822
0.9839
0.9877
0.9909
0.9931
0.9949
0.9962
0.996
1.0008
1.0013
0.9994
1.0001
0.9977
0.9967
0.9984
0.9984
0.9965
0.9985
1.0005
1.0033
1.0054
1.0041
1.0072
1.0121
1.0087
1.0134
1.0148
1.0124
1.0091
1.0039
1.0037
1.0033
1.0011
0.9978
0.9945
0.9893
0.9886
0.9871
0.9857
0.9839
0.9836
0.9836
0.9824
0.9816
0.9808
0.9802
0.9799
0.9808
0.9821
0.9843
0.987
0.989
0.9924
0.997
1.0
1.0019
1.0023
1.0047
1.0076
1.0074
1.0102
1.008
1.0081
1.0123
1.0084
1.0033
1.008
1.0137
1.0132
1.0113
1.0103
1.0108
1.0128
1.0128
1.0123
1.0106
1.009
1.008
1.0057
1.0045
1.0034
1.0004
0.9985
0.9971
0.995
0.9934
0.9923
0.9902
0.9892
0.9875
0.9874
0.9871
0.9862
0.9855
0.9851
0.9849
0.9864
0.9875
0.9875
0.9896
0.9929
0.9949
0.9959
0.9954
0.9953
0.9948
0.9957
