Wnd,H2O,Hs,LE,Ustar,L
4.71589,6.4812780000000005,-23.4399,-2.4755,0.168635,15.5134
4.8999,6.477606000000001,-25.8768,-2.69818,0.180299,17.1752
4.89609,6.464862,-19.4561,-1.72256,0.140105,10.7187
4.75997,6.483456,-25.4186,-2.12728,0.158996,11.9923
4.66112,6.503742,-41.0678,-2.7215,0.174143,9.75483
4.8245,6.534324,-24.4785,-1.76045,0.157768,12.1663
5.12147,6.510167999999999,-26.5137,-2.19617,0.156463,10.9523
4.28256,6.476687999999999,-14.8011,-1.73683,0.141213,14.425
3.49734,6.485796000000001,41.5137,2.59244,0.0946405,-1.54742
3.21623,6.46758,-5.27974,-0.0599005,0.108018,18.0879
1.35293,6.495606,-5.48934,-4.5088,0.10789,17.3351
1.02873,6.627852,-2.17959,-0.637162,0.0887254,24.286
3.07567,6.686640000000001,-4.12163,-0.567344,0.0860064,11.6984
3.39058,6.602238000000001,-16.0042,-1.12717,0.0735022,1.87999
1.91797,6.502878000000001,-17.9432,-1.69624,0.0394699,0.259659
3.46553,6.491052,-31.1792,-1.73289,0.130574,5.40977
4.09241,6.499403999999999,-31.3983,-2.0413,0.196083,18.1969
3.56251,6.529554,-26.6518,-1.36636,0.183591,17.5994
3.3951,6.563826,-9.96305,0.577008,0.205007,65.5685
3.64939,6.621084000000001,-6.4723,-0.742705,0.269905,230.412
4.9964,6.6734279999999995,12.0875,4.57205,0.376509,-334.998
5.40276,6.785694,69.4025,8.53038,0.402627,-71.3571
4.8608,6.800687999999999,97.3716,10.8871,0.350905,-33.6666
4.14433,6.833592,108.254,13.1022,0.272147,-14.1283
3.46038,6.774984,164.676,25.7587,0.304797,-13.0446
2.99123,6.655554,153.477,17.4027,0.236948,-6.57461
2.80033,6.717312000000001,221.691,24.5578,0.278407,-7.38011
3.03145,6.882084000000001,247.249,6.79833,0.318964,-9.94758
2.79763,6.903576,258.017,19.2959,0.349353,-12.5192
2.43935,6.851808,279.318,17.9052,0.17497,-1.45272
2.201,6.827039999999999,210.666,12.2815,0.323616,-12.1803
2.75026,6.860934,197.499,8.68755,0.324377,-13.0836
2.74955,6.920460000000001,216.507,14.419,0.259409,-6.10394
3.95516,6.805908,223.754,9.92318,0.368937,-16.9856
3.52931,6.748902,224.778,16.2362,0.450227,-30.727
3.69314,6.76197,199.185,8.27149,0.370719,-19.3535
2.72746,6.834528000000001,139.647,4.93449,0.308224,-15.8664
2.12763,6.916842000000001,79.3489,0.17264,0.375487,-50.4771
1.78812,6.946541999999999,83.9755,0.540319,0.24564,-13.3529
0.238165,6.990696,16.6902,-4.25482,0.202088,-37.412
0.995364,6.9561720000000005,8.67253,-0.360498,0.169528,-42.5061
0.620256,6.975198000000001,2.41835,-0.24825,0.124172,-59.9151
1.2626,7.102512,-14.0776,18.6623,0.20863,48.8191
2.55274,7.48395,-11.9042,-3.86367,0.164132,28.1151
3.63535,7.148466,-9.96148,-7.53151,0.17061,37.7362
3.77916,7.11108,-13.821,-4.44122,0.172918,28.3188
3.67982,7.276733999999999,-13.4612,-1.79091,0.165751,25.609
3.95067,7.321931999999999,-18.8207,-1.59322,0.198184,31.318
5.19365,7.541352,-25.1324,-1.48708,0.330748,109.023
4.96356,7.711776,-19.4022,-3.25404,0.294746,99.9229
