Wnd,H2O,Hs,LE,Ustar,L
1.2292,2.857896,-10.1483,-1.9459,0.15418,29.5249
1.19823,2.829528,0.038389,-0.162866,0.0394975,-131.21
1.42613,2.804058,-10.0119,-4.55451,0.0600437,1.76763
0.531842,3.12633,0.631267,-1.41386,0.136875,-332.178
1.14647,3.203928,-0.275896,0.546295,0.0519504,41.5586
0.582025,3.12678,-4.89473,-1.20753,0.100384,16.9013
1.44035,2.862918,9.84383,4.33997,0.0379136,-0.452731
1.0629,2.824506,1.44802,0.424996,0.0806614,-29.6414
1.51633,2.866716,-5.16434,-1.96,0.077868,7.4777
1.2276,2.825514,-15.2635,-5.01435,0.0882909,3.68879
1.59508,2.985911999999999,18.6763,3.6708,0.0672543,-1.33264
1.87906,3.382379999999999,11.3328,0.446344,0.0869309,-4.74468
0.88073,3.468474,49.1715,1.31903,0.117973,-2.73412
1.34734,3.36411,62.1262,8.25222,0.18424,-8.24424
1.41262,3.333654,75.0976,2.12875,0.106777,-1.32788
1.7376,3.24459,132.004,5.72839,0.0880211,-0.423287
1.7273,3.157956,139.331,7.06872,0.0957276,-0.515929
2.05178,3.045978,212.513,3.1582,0.263219,-7.03159
1.59352,2.914902,176.505,-2.45428,0.303497,-12.973
2.64765,2.774448,257.445,5.30266,0.193032,-2.28788
2.21023,2.748114,234.21,5.73177,0.143751,-1.03841
2.40347,2.68506,307.391,6.17176,0.367138,-13.1786
2.52186,2.662974,263.104,4.53058,0.230836,-3.82578
3.83834,2.601126,276.171,9.69613,0.26854,-5.73642
3.33756,2.41758,250.187,7.18893,0.323201,-11.0371
1.93092,2.371446,149.154,4.10546,0.239055,-7.49026
3.14775,2.224998,199.853,0.402655,0.230751,-5.02594
4.17525,2.061468,190.044,-8.2432,0.272889,-8.73953
5.70265,2.003148,149.267,2.19371,0.305265,-15.5755
5.01641,2.04939,140.553,0.876909,0.330318,-20.9591
5.09574,2.042028,91.3614,0.662378,0.352641,-39.2353
5.48616,2.012688,38.9408,0.0198952,0.2844,-48.2891
5.8177,1.875564,4.23583,-0.668319,0.281755,-431.728
4.42205,1.81035,-14.4,-1.20523,0.182691,34.6263
3.32356,1.7238636,-12.954,-0.770583,0.112084,8.89115
3.09142,1.6941708,-7.21859,-0.307575,0.0840023,6.71834
3.00094,1.7453754,-17.5146,-2.23138,0.186151,30.145
2.78112,1.790928,-11.3556,-0.345078,0.120561,12.6341
3.03636,1.6675596,-12.7188,0.590368,0.12,11.1249
2.78201,1.6095096,-7.29983,-0.262727,0.0790932,5.55063
2.74903,1.5751782,-8.92458,-0.18096,0.0893965,6.55526
