rho
1.1241
1.1186
1.1164
1.1143
1.1141
1.1156
1.118
1.1281
1.132
1.132
1.1307
1.1315
1.1314
1.1404
1.1456
1.1493
1.1484
1.1372
1.1325
1.1188
1.1184
1.1156
1.1131
1.1111
1.1078
1.106
1.1043
1.1011
1.0969
1.0955
1.093
1.0912
1.0893
1.089
1.088
1.0915
1.0952
1.0969
1.0968
1.0996
1.1021
1.1039
1.1071
1.109
1.1105
1.11
1.1152
1.1171
1.1187
1.1209
1.1253
1.1274
1.1307
1.1321
1.131
1.1314
1.1349
1.1382
1.14
1.137
1.139
1.1402
1.1419
1.14
1.1428
1.1409
1.1398
1.1333
1.127
1.1215
1.1197
1.12
1.117
1.1106
1.1125
1.1072
1.1074
1.1062
1.1037
1.1026
1.0957
1.101
1.1007
1.1003
1.099
1.0988
1.0994
1.1
1.1039
1.1059
1.1126
1.1175
1.1197
1.1221
1.1224
1.1305
1.1374
1.1415
1.1426
1.1456
1.1492
1.1443
1.1455
1.1401
1.1391
1.1438
1.1447
1.1529
1.1487
1.1611
1.1623
1.1611
1.1574
1.1557
1.1445
1.1337
1.1227
1.1172
1.1122
1.1087
1.1049
1.0985
1.0919
1.0808
1.084
1.0803
1.0776
1.0737
1.0719
1.0702
1.0683
1.0678
1.0676
1.068
1.0684
1.0708
1.0763
1.0821
1.0852
1.0929
1.0917
1.1018
1.1032
1.1121
1.1175
1.1201
1.1178
1.1251
1.1294
1.1149
1.1132
1.1207
1.1303
1.1245
1.1248
1.123
1.1272
1.1356
1.1403
1.1494
1.1479
1.1455
1.1399
1.133
1.1232
1.1051
1.1027
1.0969
1.0916
1.0877
1.0837
1.0824
1.0816
1.0762
1.0772
1.0745
1.0713
1.07
1.0635
1.0701
1.0711
1.0723
1.0735
1.0708
1.0818
1.0854
1.0872
1.0907
1.0953
1.088
1.1057
1.1194
1.117
1.1149
1.1258
1.1291
1.1276
1.1336
1.1347
1.1354
1.1292
1.1289
1.1295
1.1435
1.1471
1.1507
1.1533
1.1541
1.1515
1.1455
1.1291
1.1245
1.1168
1.1105
1.1041
1.0961
1.0919
1.0839
1.0805
1.0772
1.0735
1.0715
1.0694
1.0666
1.0648
1.0571
1.0598
1.0585
1.0579
1.0584
1.0589
1.0606
1.0663
1.0743
1.0791
1.0811
1.0844
1.0892
1.0926
1.0941
1.0976
1.0996
1.1051
1.1067
1.1075
1.1085
1.1089
1.1115
1.1133
1.1206
1.1246
1.1247
1.1289
1.1293
1.13
1.1305
1.1268
1.1221
1.1129
1.1022
1.0924
1.0823
1.0755
1.0682
1.0614
1.0571
1.055
1.052
1.0506
1.0429
1.0455
1.0459
1.0437
1.0418
1.0432
1.0439
1.0396
1.047
1.0484
1.0519
1.0603
1.0651
1.0645
1.074
1.0768
1.0793
1.0808
1.0777
1.0851
1.0864
1.0888
1.0916
1.095
1.0972
1.0987
1.0981
1.1031
1.1051
1.1065
1.1079
1.1095
1.1116
1.1135
1.1156
1.1167
1.1174
1.1156
1.1138
1.1097
1.1037
1.0969
1.0915
1.0873
1.0843
1.0766
1.0807
1.079
1.0762
1.0739
1.0673
1.0728
1.0721
1.0712
1.0724
1.0737
1.0752
1.0716
1.0807
1.085
1.0874
1.0831
1.0908
1.0938
1.0962
1.0986
1.0996
1.101
1.1033
1.1051
1.1057
1.1056
1.1055
1.1021
1.1098
1.1102
1.1099
1.1113
1.1146
1.1163
1.1183
1.1134
1.1205
1.1216
1.1214
1.1214
1.1207
1.1176
1.1199
1.1193
1.1164
1.115
1.1126
1.1098
1.102
1.1017
1.0986
1.096
1.0944
1.0942
1.0949
1.0952
1.0936
1.0937
1.094
1.0946
1.0965
1.1014
1.1071
1.1107
1.1116
1.1185
1.1204
1.1233
1.1261
1.1291
1.1317
1.1344
1.1325
1.1351
1.1355
1.1342
1.1327
1.134
1.1353
1.1346
1.1343
1.1342
1.1271
1.1336
1.1343
1.1341
1.1341
1.1329
1.1295
1.1245
1.1209
1.1175
1.1149
1.1116
1.1095
1.1075
1.1034
1.1072
1.1052
1.1031
1.1029
1.0959
1.102
1.103
1.1025
1.1014
1.1017
1.1037
1.1054
1.1083
1.107
1.1167
1.1186
1.1211
1.1246
1.1273
1.1349
1.1357
1.1395
1.136
1.1456
1.1463
1.1492
1.1494
1.1515
1.1468
1.157
1.1557
1.1521
1.152
1.1573
1.1585
1.1576
1.1558
1.1476
1.1346
1.1193
1.1193
1.1176
1.1159
1.1137
1.1033
1.1062
1.1042
1.0952
1.0992
1.0986
1.0959
1.0941
1.0941
1.092
1.0896
1.09
1.0863
1.0894
1.0898
1.0909
1.0939
1.1
1.0978
1.1089
1.1105
1.1088
1.1108
1.1136
